Caste,subcastes
JULAHA,"['KABIRPATH', 'KOLI', 'JULAHA', 'JULAHE', 'MOMIN-ANSARI', 'ALI', 'ANSARI', 'JULAHA-ANSARI', 'KABIRPANTHI', 'KEER', 'KABIRAM', 'JULAHA-MOMIN', 'MOMIN']"
JULAHA,"['JULAHA-ANSARI', 'JULAHA-MOMIN', 'MOMIN-ANSARI']"
JULAHA,"['GARANA', 'ANSARI', 'TARIYA', 'JULAYA', 'TARI']"
JULAHA,"['JULLAHA', 'JULAHA']"
JYOTISH,"['JYOTSKA', 'JYOTISH', 'MATIMANSA']"
KABBERA,['KABBERA']
KABBOU,['KABBOU']
KABIRPANTHI,"['JULAHA', 'KABIRPANTHI']"
KABUI,['KABUI']
KACHARI,['KACHA NAGA']
KACHARI,['KACHARA']
KACHARI,"['KACHARI', 'SONOWAL']"
KACHHANDHA,['KACHHANDHA']
KACHHI,"['MURAI', 'KACHHI KUSHWAHA', 'SONKAR', 'PANAHARA', 'KACHHI MAURYA', 'KOERI', 'MURAO', 'KACHHI SHAKYA', 'KUSHWAHA', 'PANARA', 'KOIRI', 'PATEL', 'KACHHI KOYARI', 'MAURYA', 'KACHHI-SHAKYA', 'KACHHI-KUSHWAHA', 'KACHHI', 'SHAKYA']"
KACHHI,"['KACHHI KACHHI-KUSHWAHA', 'SHAKYA']"
KACHHI,"['MURAI', 'SONKAR', 'PANAHARA', 'PANARA', 'KOIRI', 'KACHHI KOYARI', 'SHAKYA']"
KACHHI,"['KACHHIA', 'MAURYA-KOIRI', 'KACHHI', 'KACHHI-KUSHWAHA']"
KACHHI,"['KACHHI', 'KACHHIA', 'KACHI']"
KACHORA,['KACHORA']
KADAIYAN,['KADAIYAN']
KADAN,['KADAN']
KADANPATADAR,"['KADANPATADAR', 'KAPAVPAYR']"
KADAR,['KADAR']
KADAR,['KADERA']
KADAR,"['DHUNIYA', 'DHANKA', 'KADERE', 'KADORE', 'DHUNKAR']"
KADU KONKANI,['KADU KONKANI']
KADU KURUBA,['KADU KURUBA']
KADULU,['KADULU']
KADUPPATTAN,['KADUPPATTAN']
KADWA,['KADWA']
KAGZI,['KAGZI']
KAHAR,"['RAWNI', 'SINGHARIYA', 'VERMA', 'ORMA', 'KASHYAP', 'JHINWAR DHINWAR', 'JULAHA', 'JHINDWAR', 'JAPTA', 'PRAJAPATI', 'TANWAR', 'DHURIYA', 'GOND', 'DURMA', 'RAWAT', 'GAUR', 'KAHAR', 'TANWAR SINGHARIYA', 'PRASAD', 'KHARWAR', 'BARUA', 'DHIWAR', 'PATWA']"
KAHAR,"['KAHARI', 'KUMBHAR']"
KAHTIYAL,"['KAHTIYAL', 'MAHASA']"
KAIBART,"['CHASA', 'MUNDA', 'RADHI', 'KAIBART', 'KANDARA', 'GOKHA']"
KAIBART,"['JALA', 'KAIBARTA']"
KAIBART,"['JALIYA', 'KAIBARTTA']"
KAIKADI,"['KAIKADI', 'KORVI', 'KAIKADI DHONTLE', 'KORVA', 'PAMLOR', 'MAKADWALE', 'KOCHI KORVA']"
KAIKOLAN,"['KAIKOLAN', 'KAIKOLAR', 'SENGUNTHAR']"
KAIBART,"['KEWAT', 'KAIBARTTA', 'KEOT', 'KAIVARTTA']"
KAKHERA,['KAKHERA']
KAKKALAN,"['KAKKALAN', 'KAKKAN']"
KALADI,['KALADI']
KALAHANDI,['KALAHANDI']
KALAIGAR,['KALAIGAR']
KALAIGAR,['KALAIKAR']
KALAL,"['JAIN KALAR', 'VARSHA', 'MEWAD', 'KALWAR', 'KALAR', 'ERAQUI', 'GUPTA', 'RAVANA', 'SAV KALAR', 'KALAL', 'JAISWAL']"
KALAL,['KALALI']
KALANDAR,['KALANDAR']
KALANDI BAISHANABA,"['TAMBILI', 'TAMBULA', 'KALANDI BAISHANABA', 'KALANDI VAISHNAB', 'BANGIYA TAMILI', 'TAMILI', 'TAMULI', 'BANGIYA TAMBULI', 'BANGIYA TAMBOLI']"
KALANGA,['KALANGA']
KALANJI,"['MUNDA', 'KALANJI', 'KALINGI.', 'KALINJI']"
KALAR,"['JAIN', 'DADSENA', 'KALLAR', 'RAO', 'SINDE', 'PARSAJ', 'PATLAY', 'JAINKALAR', 'SHARE', 'KALAR', 'DESHMUKH', 'DASHARE', 'ZADE', 'KAWDE', 'DARSENA', 'MESHRAM', 'SINHA', 'DUDSENA', 'PARSH', 'KALAL']"
KALARI KURUP,"['KALARI KURUP', 'KALARI PANICKER']"
KALARI KURUP,['KALARI KURUP INCLUDING KALARI PANIEKER']
KALARIA,['KALARIA']
KALASALI,['KALASALI']
KALAVANTHULA,['KALAVANTHULA']
KALAYIRI KOLERI,"['KOLARI', 'KALAYIRI KOLERI']"
KALBELIA,"['KALBELIA', 'SAPERA', 'KALBELIYA']"
KALBI,['KALBI']
KALI,"['MAHAVAR', 'KALI']"
KALIGULLU,['KALIGULLU']
KALIHANDI,['KALIHANDI']
KALINGI,['KALINGI']
KALITA,['KALITA']
KALKARI,"['KALKARI', 'KELKARI KHELKARI']"
KALLADI,['KALLADI']
KALLAR,['KALLAR']
KALLAR,['KALLAR KULA THONDAMAN']
KALOTA,"['KALOTA', 'KALOTHA', 'KOLTTA', 'KOLTA']"
KALU,"['KALU', 'TELI', 'RARHI', 'DARATIA']"
KALVELI GOUNDER,['KALVELI GOUNDER']
KALWAR,"['SINHA', 'KALWAR', 'KALAR', 'KALAL', 'JAISWAL']"
KAMA,['KAMA']
KAMAD,"['KAMAD', 'KAMADIA']"
KAMAR,"['VISVAKARMA', 'MULI', 'KAMARIYA', 'KAMMARO', 'LOHURU', 'KAMAR', 'KAMMARA', 'ASTOLOHI KAMAR', 'LOHARO', 'BELASHI', 'KAMARA', 'KARMARIYA', 'KHATYA']"
KAMASALA,"['KAMASALA', 'GUNJE', 'METTU']"
KAMATI,"['KAMATI', 'KAMAN']"
KAMBADIA BHAGAT,['KAMBADIA BHAGAT']
KAMBAR,['KAMBAR']
KAMBOJ,['KAMBOJ']
KAMLU,"['KAMLU', 'TELI']"
KAMMA,"['KAMMA', 'CHOUDHARY']"
KAMMALAR,"['VISWAKAMMALA', 'PATHAR', 'VISWAKARMA', 'KAMMALAR', 'ASARI', 'THACHAR', 'PADAIYACHI']"
KAMMARA,"['METTUKAMSALI', 'GUNDAIAH', 'KAMMARA']"
KAMMI,['KAMMI']
KAMOH,"['DAGOLI', 'KAMOH']"
KAN,['KAN']
KANABAR,['KANABAR']
KANAKKAN,"['PADANNA', 'CHERUMAN', 'PADANNAN', 'KANAKKAN', 'SYRIAN']"
KANATE,['KANATE']
KANAURA,"['KANAURA', 'KINNARA']"
KANBI,"['KULWADI', 'KANBI', 'KUNBI']"
KANDERA,['KANDARA']
KANDERA,['KANDARPA']
KANDERA,"['MANSOORI', 'KANDERA', 'PINJARA']"
KANDH,['KANDH']
KANDH,['KANDHA GAUDA']
KANDRA,"['KUDUMA', 'KANDRA', 'KODAMA', 'KADAMA', 'KANDARA', 'KODMA']"
KANDRA,"['KANDU', 'SHAH']"
KANGASIA,['KANGASIA']
KANGEHRA,['KANGEHRA']
KANGEHRA,['KANGOHRA']
KANHAR,"['GOND', 'KHARWAR', 'GAUR', 'KANHAR', 'GAVA']"
KANI,"['KANISU KANIYAR PANIKKAR', 'KANI']"
KANIKARAN,"['KANIKKAR', 'KANIKARAN']"
KANISAN,"['KANIYAN', 'KANISAN']"
KANISAN,"['KANYAN', 'BALYAYA', 'KANISAN KANIYAR KANIYARU KANIYA KANIYAN']"
KANISU,"['KANIYAN', 'KANI', 'KANISU', 'KAMNAN', 'KANIYAR PANICKER', 'KANISAN']"
KANIYAN,"['KANIYAN', 'KANYAN']"
KANJAR,"['GIARAH', 'KUNJAR', 'KANJAR', 'KANCHAN']"
KANJARA – BHATTA,['KANJARA – BHATTA']
KANJARA – BHATTA,['KANJARA-BHATTA']
KANJAR,"['KANJARI', 'KANJIR', 'KANJAR']"
KANJARA – BHATTA,"['KANJIRBHAT', 'KHANJARBHAT', 'KANJIRBHAAT']"
KANNADA DEVANGA,"['KANNADA DEVANGA', 'TELUGU DEVANGA']"
KANNADIYAN,"['KANNADIYAR', 'DASAPALANJIKA', 'KANNADA SAINEEGAR']"
KANNADIYAN,['KANNADIYAN']
KANSARA,['KANSARA']
KANSARI,['KANSARI']
KANTLLI,['KANTLLI']
KANU,['KANU']
KANWAR,"['DEWAN', 'KANWAR', 'SIDAR']"
KAPADIA,['KAPADI']
KAPADIA,['KAPADIA']
KAPADIA,['KAPADIA SANSI']
KAPALI,['KAPALI']
KAPDI,['KAPDI']
KAPU,"['SAJJANA', 'MADIGA', 'VADDI', 'NAIKA', 'JALARU', 'CHENDIYA', 'KAPU', 'SUNKU', 'PALAGIRI', 'GAJULA KAPU', 'MUNNURU', 'DUDEKULA', 'KARNAM', 'SHAIK', 'TURUPU KAPU', 'PAKANTI', 'POKANTI', 'TURPUKAPU', 'PALLI', 'PALIKAPU', 'PASNUR', 'CHINNKAPU', 'KRISHNAM', 'JUTUR', 'PADUPOLLU', 'PAGANI', 'PEDAKAPU', 'ADUPOL', 'TALAPALLI', 'CHEEMALA', 'TELAGA', 'DESAI', 'JUTAR']"
KAPDI,['KAPUDIA']
KAPUVELAMA,"['SAHUKAR', 'KAPU', 'NAIDU', 'KAPUVELAMA', 'MAIPU', 'NAGA', 'PADAMASALI', 'SANKA', 'TALAKA', 'TUSASI', 'TULASI']"
KARANA,"['NAULIKARAN', 'KARANA', 'KARAN', 'MAGHIYA', 'BETRA', 'MAHANAIK']"
KARANA,['KARANI']
KARARA,"['MARKAM', 'KARARA']"
KARBI,['KARBI']
KAREN,['KAREN']
KARARA,"['KARHARA', 'KACHARA', 'KACHERA']"
KARIKALABHAKTHULU,"['KAIKOLAN', 'KAIKALA', 'KARIKALABHAKTHULU']"
KARIKUDUMBI,['KARIKUDUMBI']
KARIMPALAN,['KARIMPALAN']
KARKU,['KARKU']
KARMAKAR,"['BELASHI', 'KARMAKAR', 'KAMAR']"
KARMAKAR,['KARMALI']
KARNABHAKTHULU,['KARNABHAKTHULU']
KARNAM,['KARNAM']
KAROACK,['KAROACK']
KARUA,['KARUA']
KARUNEEGAR,"['KARUNEGAR', 'KARUNEEGAR']"
KARUA,['KARUVA']
KARVI,['KARVI']
KASAB,['KASAB']
KASAI,"['QUASAB', 'KALAL KHATIK', 'QASSAB', 'KASAI', 'ARAY', 'ARI KATIKELU', 'KATIK', 'QURAISHI', 'KISBI', 'QASSAB-QURESHI', 'SURYAVAMSHA KSHATRIYA', 'ARE KASAI', 'KASABI', 'KHATIK', 'KATUKA KATUGA', 'KASAB', 'MARATTI', 'KASSAB', 'KASSAB QUSSAB']"
KASAI,['KASAI-QURAISHI']
KASAR,"['KACHARI', 'KASAR', 'KANCHAR', 'KANCHORI', 'KANCHERA', 'KASERA', 'KANCHUGARA', 'KANSAR', 'BOGARA']"
KASBATI,['KASBATI']
KASBI,['KASBI']
KASBIN,['KASBIN']
KASERA,"['TAMRAKAR', 'KASERA', 'KALAIKAR', 'THATHERA', 'THATHIAR', 'TAMERA', 'TAMRAKAR KALAIKAR']"
KASGAR,['KASGAR']
KASHAN,['KASHAN']
KASHATY,"['KASHATY', 'NAIK']"
KASHIKAPDI,"['TIRUMALI', 'KASHIKAPDI', 'KASHIKAPADI']"
KASHYAP,"['KASHYAP', 'JEER']"
KASHIKAPDI,"['KASIKAPUDI', 'KASIKAPADI']"
KATABU,"['KATABAR', 'KATABU']"
KATESAR PATTAMKATTI,['KATESAR PATTAMKATTI']
KATHAR,"['KATHAR', 'KATHAR WANI', 'KANTHAHAR WANI']"
KATHI,['KATHI']
KATHLIK,['KATHLIK']
KATHODI,"['KATKARI', 'SON KATKARI', 'DHOR KATHODI', 'KATHODI', 'SON KATHODI', 'DHOR KATHKARI', 'DHOR KATKARI']"
KATIA,"['KATIA', 'PATHARIA']"
KATIPAPALA,['KATIPAPALA']
KATTUNAICKER,['KATTUNAICKER']
KATTUNAICKER,['KATTUNAYAKAN']
KAURA,['KAURA']
KAUVNDER,"['KAUVNDER', 'KALLAR', 'GONGU', 'KALVALA', 'KONGU', 'KANGU']"
KAVADI,['KAVADI']
KAVARA,['KAVARA']
KAVADI,['KAVUDIYARU']
KAVUNIS,['KAVUNIS']
KAVUTHIYA,"['KAVUTHIYA', 'KAVUTHIYAN']"
KAVUTHIYA,"['KAVUTHIYAN', 'ADUTHON']"
KAVUTHIYA,['KAVUTHIYAR']
KAVUTHIYA,['KAVUTIAN']
KAVARA,"['RATHIA', 'CHERWA', 'KAWAR', 'TANWAR', 'KANWAR', 'CHATTRI', 'KAUR', 'DEWAN', 'SIDAR']"
KAYASTH,"['KAYASTH', 'BHOUMIK', 'MATHU', 'KA YASTH', 'KAYASTHA', 'MITTAL', 'SRIVASTAVA', 'MATHAR', 'SAXENA']"
KAYASTH,"['SRIVASTAV', 'KAYASTH', 'VERMA', 'SINHA', 'BHUNJA', 'KAYASTHA', 'BARENDRA', 'RARHI', 'ADITYA']"
KAYUNLLU,['KAYUNLLU']
KEER,['KEER']
KELA,"['NALUA KELA', 'SAPUA KELA', 'RADHI', 'SABAKHIA KELA', 'MATIA KELA', 'KELA', 'SABAKHIA']"
KELASI,['KELASI']
KENDARA,"['KANDARA', 'KENDARA']"
KEORI,"['KOIRI', 'KEORI']"
KEOT,['KEOT']
KEPMARE,"['KEPMARE', 'REDDIKA']"
KEPMARE,['KEPMARI']
KEPMARE,['KEPMARIS']
KERALA MUDALI,['KERALA MUDALI']
KESHAP RAJPUT,['KESHAP RAJPUT']
KEUTA,"['KEUTA', 'RADHI']"
KEVER,['KEVER']
KEWAT,"['MALLAH', 'BHARGAV', 'KEWAT', 'BIND', 'NISHADRAJ', 'BAGHER', 'NAVADA', 'NISAD', 'CHOUDHARY', 'NIISHAD', 'NISHAD', 'NAGARCHI', 'PATEL']"
KHADALA,"['KHADALA', 'JHATIA']"
KHADIA,['KHADIA']
KHADWAR,['KHADWAR']
KHAIRWAR,"['KONDAR', 'KHAIRWAR', 'KHAIRUWA']"
KHALIFA,['KHALIFA']
KHAMPTI,['KHAMPTI']
KHAN,"['KHAN', 'PATHAN']"
KHANDAYAT,"['CHASA', 'MUNDA', 'SRESTAKHANDAYAT', 'ODUKHANDAYAT', 'KHANDAYAT', 'ORIYAMUNDA', 'KANDARA', 'MAGHIYA', 'MAHANAIK']"
KHANDELWAL,['KHANDELWAL']
KHANDNALS,['KHANDNALS']
KHANDU,"['GUPTA', 'KHANDU']"
KHANGAR,"['KANERA', 'KHANGAR', 'MIRDHA']"
KHANGHERA,['KHANGHERA']
KHANT,['KHANT']
KHARIA,"['KHARIAN', 'KHARIA']"
KHAROL,['KHAROL']
KHARVA,['KHARVA']
KHARVA,['KHARVI']
KHARVA,['KHARWA-BHADELA']
KHARVA,"['BENWASHER', 'BENBANSI', 'KHARWAR']"
KHASI,"['BHOI', 'PNAR', 'SYNTENG', 'JAINTIA', 'WAR', 'KHASI', 'LYNGNGAM']"
KHATI,['KHATGUNE']
KHATI,"['BARAI', 'JANGADA', 'KHATI', 'SEMAR', 'DHIMAN', 'UTTAM', 'JAGARA', 'JANGARH', 'DHAMAN', 'NATH']"
KHATI,"['CHIKWA', 'KHATI', 'KASAI', 'SONKAR', 'KHATIYA', 'CHIK', 'CHAUHAN', 'KHATHIYA', 'KHATWA', 'CHIKVI', 'QURESHI', 'GAUR', 'BAMANIYA', 'YADAV', 'SONAR', 'KASAI-QURESHI', 'KHATIK', 'KASAB', 'KHATWE']"
KHATI,"['KASAI', 'CHAMADIA', 'HALARI', 'KHATKI']"
KHATRI,"['KHNNA', 'GOYAL', 'UTTAM', 'DHIMAN', 'KAPUR', 'CHAPPA', 'KHURANA', 'KHATRI', 'MALHOTRA']"
KHATRI,['KHATRIYAS']
KHATTI,['KHATTI-KHATTI']
KHATWA,['KHATUA']
KHATWA,"['KHATWE', 'KHATWA']"
KHAVAS,['KHAVAS']
KHEJARI,"['KHEJARI', 'KOL']"
KHELTA,['KHELTA']
KHEN,['KHEN']
KHAIRWAR,['KHERWAR']
KHETAURI,"['KHATAURI', 'KHETAURI']"
KHETRIYA,"['KHETRIYA', 'ORHKHANDAYAT', 'MAHANAIK']"
KHODALA,['KHODAL']
KHODALA,"['KHODALA', 'BETRA']"
KHODI,"['KHODI', 'SUVADIYA']"
KHODRA,"['KHADURA', 'KHARUDA', 'KHODRA']"
KHOND,"['KANDHA', 'SITHA KANDHA', 'NANGULI KANDHA', 'KHOND', 'KOND']"
KHONYOR,['KHONYOR']
KHOTTA MUSLIM,['KHOTTA MUSLIM']
KHOWA,['KHOWA']
KHRISTI GUJARATI-CHRISTIAN,['KHRISTI GUJARATI-CHRISTIAN']
KHUMRA,"['HANSIRI', 'KHUMRA', 'SANGTARASH']"
KICHAGARA,['KICHAGARA']
KIHATAYERA,"['KIHATAYERA', 'NAIK']"
KINTHALA KALINGA,"['BURAGANA KALINGA', 'KALINGA', 'PANDIRI KALINGA', 'KINTHALA KALINGA', 'BURAGAM KALINGA']"
KIRAR,"['KIRAR', 'DHAKAR', 'KIRAD', 'DHAKAD']"
KIRAR,"['KIRAR KIRAD DHAKAR', 'DHAKAD']"
KISAN,['KISAN']
KISRUBAR,"['HALAMATHA', 'KISRUBAR']"
KNANAYA,"['KNANAYA', 'CHEDUMA', 'CHETTI', 'SYRIAN']"
KOCH,['KOCH']
KOCH,['KOCH-RAJBONGSHI']
KOCH,['KOCHH']
KOCH,['KOCHU VELAN']
KODAGU,['KODAGU']
KODAGU,['KODAGU KAPALA']
KODALO,"['KODALO', 'KHODALO']"
KOERI,"['MORYA', 'KOERI', 'KUSHWAHA', 'KOIRI', 'MAURIYA', 'MAURYA', 'RAI']"
KOERI,['KOERI KOIRI']
KOHALI,"['KOHALI', 'BHELIKHAYE']"
KOHLI,"['TALPADA', 'SUVADIYA', 'SORATHA', 'KOHLI', 'PATEL']"
KOHOR,['KOHOR']
KOIBARTR,"['KOIBARTR', 'HALIK']"
KOILAR,['KOILAR']
KOIRENG,"['KOIRAO', 'KOIRENG']"
KOIRI,['KOIRI']
KOKNA,"['KUKNA', 'KOKNA', 'KOKNI']"
KOL,"['MUNDA', 'KOLHA', 'RAWAT', 'KOL']"
KOLAGA,['KOLAGA']
KOLAH LOHARAS,"['KOL LOHARAS', 'KOLAH LOHARAS']"
KOLAM,"['KOLAM', 'MANNERVARLU']"
KOLAR,"['MUNDA', 'KOLAR']"
KOLAYAN URALI,['KOLAYAN URALI']
KOLHATI,"['KOLHATIGI', 'KOLHATI']"
KOLHATI,['KOLHATI DOMBARI']
KOLHU,"['KOLHU', 'KACHUAROLMA']"
KOLI,"['MANGALA', 'CHRISTIAN KOLI', 'KOLI', 'GABIT', 'KHARVI', 'IDARIA-KOLI', 'RATHWA-KOLI', 'BHEBARIA-KOLI', 'AHIR KOLI', 'GHEDIA KOLI', 'KOLI KADIA.', 'KHARWA-KOLI', 'KOLI SURYAVAMSHI VAITI', 'BARI', 'MACHIMAR KOLI', 'PANBHARE SON KOLI', 'MAHAVAR', 'MAHADEVKOLI', 'BARIA-KOLI', 'KOLCHA', 'KHARWI', 'TOKRE KOLI', 'KOLI DHOR', 'PAN KOLI', 'KOLI MACHHI', 'KHARVA', 'KOLI MAHADEV', 'CHUVALIA KOLI', 'KORI', 'CHUMBLE', 'MALHARKOLI', 'KHARWA', 'MALHAR', 'KHANDESHI KOLI', 'KOLI PATEL', 'KOLGHA', 'MANGELA', 'DIVECHA KOLI', 'DONGAR KOLI']"
KOLI DHOR,"['KOLI DHOR', 'KOLCHA', 'TOKRE KOLI', 'KOLGHA']"
KOLI KHANIA,['KOLI KHANIA']
KOLI DHOR,"['KOLIDHOR', 'KOLGHA']"
KOLLA,"['KOLLA', 'KOLLALA']"
KOLLAN,"['KADAYAN', 'KOLLAN']"
KOLLI,['KOLLI']
KOLUPULAVANDLU,"['PAMBALA', 'PAMBADA', 'PAMBANDA', 'KOLUPULAVANDLU']"
KOLUPULAVANDLU,['KOLUPULVANDLU']
KOLWAR,"['JAMRE', 'KOLWAR', 'JAISWAL']"
KOM,['KOM']
KOMARPANT,['KOMARPANT']
KOMATI,['KOMATI']
KOMMARI,"['DUDEKULA', 'KOMMARI']"
KONAR,"['YADAV', 'YADAVAR', 'VELLALAR', 'KONAR']"
KONDA DHORAS,['KONDA DHORAS']
KONDA KAPU,['KONDA KAPU']
KONDA KAPU,['KONDA KAPUS']
KONDA REDDIS,['KONDA REDDIS']
KONDA DHORAS,['KONDADORA']
KONDA REDDIS,['KONDAREDDIS']
KONDA REDDIS,"['KONDAREDDY', 'REDDY DHAKAS']"
KONDH,"['KONDH', 'KHOND', 'KANDH']"
KONDH,"['DONGRIA KONDHS', 'TIKIRIA KONDHS', 'DESAYA KONDHS', 'KODHU', 'KODI', 'KUTTIYA KONDHS', 'YENITY KONDHS', 'KONDHS']"
KONDPAN,['KONDPAN']
KONGADI,['KONGADI']
KONGU CHETTIAR,['KONGU CHETTIAR']
KONGU NAVITHAN,['KONGU NAVITHAN']
KONGU VELLALA,"['PALA GOUNDER', 'KONGU VELLALA', 'GOUNDER INCLUDING VELLALA GOUNDER', 'PALA VELLALA GOUNDER', 'NATTU GOUNDER', 'POOSARI GOUNDER']"
KONGU VELLALA,"['THONDU VELLALAR', 'PALA GOUNDER', 'SANKU VELLALA GOUNDER', 'KONGU VELLALAR (INCLUDING VELLALA GOUNDER NATTU GOUNDER', 'PALA VELLALA GOUNDER', 'PAVALANKATTI VELLALA GOUNDER', 'TIRUMUDI VELLALAR', 'RATHINAGIRI GOUNDER', 'POOSARI GOUNDER', 'NARAMBUKKATTI GOUNDER', 'CHENDALAI GOUNDER', 'PADAITHALAI GOUNDER', 'ANUPPA VELLALA GOUNDER']"
KOOCH BAND,"['KOOCH BAND', 'KUCHBAND']"
KOOSA,['KOOSA']
KOOTAN,"['KOOTAN', 'KOODAN']"
KOPPULA VELLAMA,['KOPPALA VELAMA']
KOPPULA VELLAMA,"['KAPALA ELAMA', 'KUPALA VELAMA', 'KAPPULA ELAMA', 'KOPPULA VELLAMA', 'KAPULU ELAMA', 'KOPPALA VELAMA', 'KAPALA VELAMA', 'KAPALA ELAGA', 'KOPPALA ELAMA']"
KOPPULA VELLAMA,"['KOPPLAVELAMA', 'KOPPULAVELAMA', 'KUPPALAVELAMA', 'KOPPALAVELAMA']"
KORA,"['HATEA', 'KORA']"
KORACHA,"['KORACHA', 'KORACHAR']"
KORAGA,['KORAGA']
KORAMA,"['KORAVAR', 'KORAMA', 'KORAVA']"
KORAVAR,['KORAVAN']
KORAVAR,"['SALEM MELNAD KORAVAR', 'KEPMARI', 'THOGAMALAI KORAVAR', 'SARANGA PALLI KORAVAR', 'VETTA KORAVAR', 'SAKKARAITHAMADAI KORAVAR', 'SALEM UPPU KORAVAR', 'THALLI KORAVAR', 'PONNAI KORAVAR', 'INJI KORAVAR', 'DABI KORAVAR', 'KORAVAR', 'VADUVARPATTI KORAVAR', 'MONDA KORAVAR', 'KALA KORAVAR', 'KALINJI DABIKORAVAR', 'VARAGANERI KORAVAR']"
KORAVAR,"['KPARAU', 'KORAVARU']"
KORAVAR,"['KURAVAR', 'KORAWAR']"
KORCHA,"['KORCHA', 'KORACHA']"
KORCHA,['KORCHAR']
KORI,"['KOLI', 'VERMA', 'KUSHWAHA', 'PAL', 'MAURYA', 'KORI']"
KORI,['KORIA']
KORKU,"['NIHAR', 'KORKU', 'BONDHI', 'BOPCHI', 'NIHAL', 'MOUASI', 'BONDEYA', 'NAHUL']"
KORMA,['KORMA']
KORMAKAR,['KORMAKAR']
KORONGA,"['DWADA', 'JELE', 'KORONGA']"
KORWA,['KORUA']
KORWA,"['KORWA', 'KODAKU']"
KORWA,"['KORWAR', 'KAIKADI', 'ERAKALA', 'YERUKALA', 'KORWARI', 'KORVA', 'KORAGAR', 'YERKALA', 'KUNCHI', 'KORAMASETTY']"
KOSALYA GOUDUS,"['DUDU KAMARO', 'LADIYA GOUDUS', 'DANGAYATH GOUDUS', 'PULLO SORIYA GOUDUS', 'BOSOTHERIYA GOUDUS', 'DODDU KAMARIYA', 'KOSALYA GOUDUS', 'CHITI GOUDUS']"
KOSHTA,"['KOSHTI', 'KOSTA', 'KOSHTI DEVANGAN DEWANG SALWIDEWANG MALA', 'KOSHTI DEVANGAN DEWANG SALWIDEWANG MALA PADAMHALI PADEMSALI SALI SUTSALI SALWAR', 'JANDRA KOSKATI GARHWAL GARHEWAL GAREWAR', 'JANDRA KOSKATI GARHWAL', 'PADEMSALI SALI SUTSALI SALWAR', 'SALEWAR JENDRA', 'PADAMHALI', 'KOSTI', 'KOSHTA', 'GARHEWAL GAREWAR GARWAR', 'KOSTA KOSTI']"
KOSHTA,['KOSHTHA']
KOSHTA,"['KALBA', 'KOSHTI', 'GAREWAL', 'CHENEWAR', 'HALBA KOSHTI', 'CHANEWAR', 'PADMASHALI', 'GADHEWAL KOSHTI', 'JAINKOSHTI', 'CHANNEWAR', 'SALEVAR', 'LADKOSHTI']"
KOSKANTI DEVANGA,['KOSKANTI DEVANGA']
KOSHTA,"['KOSTHA', 'KOSHTA', 'KOSTA']"
KOTA,['KOTA']
KOTAL,"['UTTARARIN', 'KANTCH', 'BHUNIA', 'KOTAL']"
KOTARI,"['KOTARI', 'KOTTARI', 'KOTARY', 'KOTTARY']"
KOTEGAR,"['METRI', 'KOTEGAR']"
KOTEKSHATRIYA,"['KOTEKSHATRIYA', 'KOTEGARA', 'KOTEYAR', 'SERVGAR SERUGARA', 'RAMARAJA KSHATRIYA', 'RAMA KSHATRIYA', 'KOTEKAR', 'KOTEGAR']"
KOTEYAR,['KOTEYAR']
KOTIA,"['DULIA', 'DHULIA', 'BENTHO ORIYA', 'PAIKO', 'HOLVA', 'SIDHOPAIKO', 'KOTIA', 'SANRONA', 'BARTIKA', 'PUTIYA']"
KOTVALIYA,['KOTVALIYA']
KOTWAL,['KOTWAL']
KOTWAL,"['KUTWAR KOTWAL', 'KOTWAL', 'KOTWAR']"
KOUDA,['KOUDA']
KOUDA,['KOVIDA']
KOYA,"['KOTTU KOYA', 'KOYA', 'LINGADHARI KOYA', 'RAJAH', 'RAJKOYA', 'RASHA KOYA', 'GOUD', 'BHINE KOYA']"
KOYA,['KOYAVA']
KRISHNABALIJA,['KRISHNABALIJA']
KRISHNABALIJA,['KRISHNABHALIJA']
KRISHNANVAGAI,"['PALLAR', 'NADAR', 'R.C.NADAR', 'VAGAI', 'ASARI', 'KRISHNANVAGAI']"
KRISHNANVAGAI,['KRISHNANVAKA']
KRISTAN,['KRISTAN']
KSHATRIYA,"['RATHOD', 'DARBAR', 'KEWRA', 'KSHATRIYA', 'SENGAR', 'MARATHA', 'NAIK', 'RAGHUWANSI', 'SURYAVANSHI', 'THAKUR', 'PATEEAR', 'SOLANKI', 'SONAR', 'PARMAR', 'ARER', 'BANAFAR', 'CHAUHAN']"
KUCHA BAND,['KUCHA BAND']
KUCHBANDH,['KUCHBAND']
KUCHBANDH,['KUCHBANDH']
KUCHBANDH,['KUCHBANDHIA']
KUCHHRIA,['KUCHHRIA']
KUD,"['KUD', 'PATAR', 'IDPACHI']"
KUDIYA,"['MELAKUDI', 'KUDIYA']"
KUDUBI,['KUDUBI']
KUDUMBAN,['KUDUMBAN']
KUDUMBI,['KUDUMBI']
KUGA VELLALAR,['KUGA VELLALAR']
KUKI,['KUKI']
KULAHIA,"['KULAHIA', 'ALAM', 'KULHAIYA']"
KULALA,['KULALA']
KULAVADI MARATI,['KULAVADI MARATI']
KULAVAR,['KULAVAR']
KULEKDAGI,"['KULADAGI', 'KULLEKADGI', 'KULLAKADAGI', 'KULEKDAGI']"
KULELA,['KULELA']
KULFAQIR,['KULFAQIR']
